Image Number,Normal Angle (degrees),Visible Area (m^2)
1,67.61834669453653,12.86431744609019
2,16.99960915313553,0.770992424761587
3,39.151628907128874,0.888076279267479
4,58.46575373763264,1.3257424605475812
5,33.86819131157541,0.5852945653019759
6,52.963427865009145,1.1878956200356987
7,53.417125246398,1.0713743097282067
